,SK_ID_CURR,Credit Score
811,105630,541.0
812,105634,595.0
813,105635,571.0
814,105641,555.0
815,105647,552.0
816,105648,593.0
817,105655,595.0
818,105657,592.0
819,105672,676.0
820,105678,583.0
821,105682,637.0
822,105691,644.0
823,105692,520.0
824,105706,593.0
825,105712,530.0
826,105720,614.0
827,105734,569.0
828,105735,593.0
829,105736,639.0
830,105737,681.0
831,105738,592.0
832,105740,637.0
833,105744,634.0
834,105747,566.0
835,105749,651.0
836,105754,654.0
837,105758,546.0
838,105760,603.0
839,105767,619.0
840,105784,598.0
841,105791,547.0
842,105802,609.0
843,105807,628.0
844,105809,567.0
845,105816,550.0
846,105817,550.0
847,105824,619.0
848,105832,681.0
849,105856,571.0
850,105865,531.0
851,105899,658.0
852,105906,486.0
853,105916,592.0
854,105923,608.0
855,105937,603.0
856,105965,517.0
857,105966,668.0
858,105968,548.0
859,105973,559.0
860,105976,636.0
861,105978,591.0
862,105979,508.0
863,105991,599.0
864,105998,621.0
865,105999,570.0
866,106000,565.0
867,106001,670.0
868,106010,607.0
869,106011,667.0
870,106013,675.0
871,106015,567.0
872,106026,522.0
873,106032,612.0
874,106035,613.0
875,106040,669.0
876,106041,583.0
877,106044,566.0
878,106053,676.0
879,106054,558.0
880,106065,597.0
881,106081,649.0
882,106083,605.0
883,106087,564.0
884,106090,647.0
885,106101,533.0
886,106102,525.0
887,106109,583.0
888,106116,609.0
889,106150,416.0
890,106155,689.0
891,106166,553.0
892,106176,660.0
893,106189,592.0
894,106199,625.0
895,106205,685.0
896,106206,604.0
897,106211,592.0
898,106214,581.0
899,106216,560.0
900,106217,530.0
901,106225,639.0
902,106249,570.0
903,106256,627.0
904,106258,587.0
905,106261,540.0
906,106262,621.0
907,106264,580.0
908,106271,607.0
909,106276,534.0
910,106277,647.0
911,106286,607.0
912,106293,475.0
913,106295,620.0
914,106296,593.0
915,106297,615.0
916,106298,644.0
917,106311,506.0
918,106314,583.0
919,106320,588.0
920,106334,629.0
921,106346,624.0
922,106347,553.0
923,106349,560.0
924,106354,649.0
925,106360,632.0
926,106373,585.0
927,106377,627.0
928,106386,658.0
929,106387,578.0
930,106391,528.0
931,106401,714.0
932,106411,685.0
933,106413,623.0
934,106426,589.0
935,106427,637.0
936,106428,612.0
937,106434,673.0
938,106438,565.0
939,106440,627.0
940,106441,724.0
941,106452,688.0
942,106453,629.0
943,106454,586.0
944,106457,613.0
945,106484,622.0
946,106488,580.0
947,106491,634.0
948,106514,644.0
949,106527,567.0
950,106528,540.0
951,106529,452.0
952,106534,622.0
953,106550,681.0
954,106577,581.0
955,106585,611.0
956,106590,527.0
957,106607,554.0
958,106610,644.0
959,106611,569.0
960,106612,659.0
961,106624,565.0
962,106631,525.0
963,106647,688.0
964,106660,653.0
965,106674,555.0
966,106687,588.0
967,106712,692.0
968,106713,575.0
969,106717,547.0
970,106720,663.0
971,106721,609.0
972,106724,568.0
973,106735,632.0
974,106739,659.0
975,106740,648.0
976,106754,585.0
977,106760,645.0
978,106761,510.0
979,106784,715.0
980,106787,584.0
981,106797,539.0
982,106798,621.0
983,106802,598.0
984,106803,624.0
985,106804,710.0
986,106805,592.0
987,106810,600.0
988,106812,638.0
989,106813,566.0
990,106817,617.0
991,106822,532.0
992,106823,628.0
993,106827,613.0
994,106841,578.0
995,106851,623.0
996,106852,607.0
997,106853,694.0
998,106854,696.0
999,106861,515.0
1000,106873,563.0
1001,106877,637.0
1002,106878,475.0
1003,106881,697.0
1004,106900,517.0
1005,106906,585.0
1006,106907,605.0
1007,106914,614.0
1008,106916,616.0
1009,106924,561.0
1010,106931,608.0
1011,106936,582.0
1012,106937,653.0
1013,106938,566.0
1014,106939,656.0
1015,106943,579.0
1016,106944,630.0
1017,106967,558.0
1018,106980,530.0
1019,106986,633.0
1020,106987,482.0
1021,106990,610.0
1022,107013,453.0
1023,107023,590.0
1024,107033,667.0
1025,107037,595.0
1026,107048,535.0
1027,107071,501.0
1028,107081,509.0
1029,107113,670.0
1030,107130,656.0
1031,107131,581.0
1032,107145,678.0
1033,107156,616.0
1034,107219,669.0
1035,107222,708.0
1036,107223,706.0
1037,107232,659.0
1038,107245,608.0
1039,107246,526.0
1040,107247,636.0
1041,107256,541.0
1042,107259,567.0
1043,107260,504.0
1044,107279,632.0
1045,107280,564.0
1046,107281,658.0
1047,107285,472.0
1048,107329,608.0
1049,107337,630.0
1050,107349,554.0
1051,107350,512.0
1052,107351,607.0
1053,107359,699.0
1054,107391,682.0
1055,107394,639.0
1056,107395,570.0
1057,107406,599.0
1058,107416,656.0
1059,107417,582.0
1060,107418,627.0
1061,107419,617.0
1062,107444,536.0
1063,107445,586.0
1064,107446,542.0
1065,107460,681.0
1066,107470,531.0
1067,107475,674.0
1068,107520,498.0
1069,107526,578.0
1070,107527,496.0
1071,107530,446.0
1072,107532,679.0
1073,107534,542.0
1074,107535,629.0
1075,107554,667.0
1076,107556,605.0
1077,107559,602.0
1078,107561,648.0
1079,107564,616.0
1080,107566,589.0
1081,107571,598.0
1082,107590,589.0
1083,107602,656.0
1084,107625,626.0
1085,107626,678.0
1086,107635,507.0
1087,107636,562.0
1088,107645,568.0
1089,107652,699.0
1090,107655,558.0
1091,107668,502.0
1092,107670,619.0
1093,107677,442.0
1094,107680,583.0
1095,107683,673.0
1096,107684,612.0
1097,107691,638.0
1098,107692,654.0
1099,107703,515.0
1100,107709,557.0
1101,107710,625.0
1102,107721,647.0
1103,107725,582.0
1104,107727,598.0
1105,107739,599.0
1106,107740,607.0
1107,107741,567.0
1108,107747,532.0
1109,107765,697.0
1110,107768,514.0
1111,107775,591.0
1112,107782,612.0
1113,107790,640.0
1114,107801,583.0
1115,107807,577.0
1116,107811,594.0
1117,107817,576.0
1118,107826,576.0
1119,107838,673.0
1120,107839,610.0
1121,107843,653.0
1122,107847,652.0
1123,107849,707.0
1124,107850,669.0
1125,107867,643.0
1126,107871,596.0
1127,107908,582.0
1128,107913,592.0
1129,107927,555.0
1130,107931,593.0
1131,107955,520.0
1132,107962,679.0
1133,107977,593.0
1134,107978,514.0
1135,107993,553.0
1136,108010,572.0
1137,108016,508.0
1138,108018,666.0
1139,108027,651.0
1140,108045,581.0
1141,108069,705.0
1142,108082,533.0
1143,108089,588.0
1144,108092,565.0
1145,108106,581.0
1146,108112,576.0
1147,108120,624.0
1148,108122,715.0
1149,108135,574.0
1150,108170,520.0
1151,108171,534.0
1152,108177,499.0
1153,108180,618.0
1154,108183,541.0
1155,108184,638.0
1156,108185,647.0
1157,108192,559.0
1158,108195,619.0
1159,108196,568.0
1160,108218,512.0
1161,108219,671.0
1162,108243,640.0
1163,108249,616.0
1164,108251,509.0
1165,108274,556.0
1166,108280,694.0
1167,108289,601.0
1168,108292,561.0
1169,108295,575.0
1170,108327,525.0
1171,108332,557.0
1172,108346,542.0
1173,108349,607.0
1174,108353,632.0
1175,108362,571.0
1176,108363,510.0
1177,108377,651.0
1178,108378,681.0
1179,108381,481.0
1180,108383,589.0
1181,108390,647.0
1182,108407,559.0
1183,108408,574.0
1184,108411,618.0
1185,108412,588.0
1186,108419,677.0
1187,108436,575.0
1188,108437,641.0
1189,108438,566.0
1190,108441,582.0
1191,108448,649.0
1192,108449,600.0
1193,108466,612.0
1194,108467,623.0
1195,108473,679.0
1196,108474,620.0
1197,108476,643.0
1198,108479,521.0
1199,108486,545.0
1200,108493,489.0
1201,108501,540.0
1202,108506,583.0
1203,108510,636.0
1204,108511,620.0
1205,108514,568.0
1206,108517,520.0
1207,108519,639.0
1208,108522,446.0
1209,108548,679.0
1210,108554,668.0
1211,108555,670.0
1212,108559,647.0
1213,108562,576.0
1214,108571,593.0
1215,108572,504.0
1216,108579,646.0
1217,108583,516.0
1218,108584,587.0
1219,108592,584.0
1220,108602,567.0
1221,108609,565.0
1222,108613,688.0
1223,108616,594.0
1224,108618,602.0
1225,108620,560.0
1226,108643,521.0
1227,108649,587.0
1228,108654,616.0
1229,108655,505.0
1230,108656,509.0
1231,108667,630.0
1232,108668,639.0
1233,108682,573.0
1234,108690,626.0
1235,108691,637.0
1236,108692,585.0
1237,108695,649.0
1238,108699,591.0
1239,108710,667.0
1240,108718,650.0
1241,108739,540.0
1242,108740,522.0
1243,108741,544.0
1244,108742,684.0
1245,108763,575.0
1246,108767,655.0
1247,108769,634.0
1248,108779,660.0
1249,108788,565.0
1250,108801,600.0
1251,108802,591.0
1252,108810,602.0
1253,108811,593.0
1254,108813,524.0
1255,108814,665.0
1256,108825,638.0
1257,108826,563.0
1258,108830,559.0
1259,108834,521.0
1260,108852,538.0
1261,108887,578.0
1262,108901,652.0
1263,108908,461.0
1264,108910,570.0
1265,108920,588.0
1266,108922,638.0
1267,108929,612.0
1268,108930,577.0
1269,108937,614.0
1270,108938,586.0
1271,108943,680.0
1272,108948,567.0
1273,108953,627.0
1274,108956,618.0
1275,108965,528.0
1276,108985,642.0
1277,108986,575.0
1278,108987,536.0
1279,108990,595.0
1280,108991,585.0
1281,108993,666.0
1282,109000,664.0
1283,109001,719.0
1284,109012,749.0
1285,109014,585.0
1286,109015,568.0
1287,109021,555.0
1288,109037,621.0
1289,109042,626.0
1290,109044,600.0
1291,109046,674.0
1292,109064,584.0
1293,109084,641.0
1294,109086,560.0
1295,109092,539.0
1296,109093,608.0
1297,109100,532.0
1298,109101,561.0
1299,109110,614.0
1300,109114,659.0
1301,109126,541.0
1302,109152,592.0
1303,109162,616.0
1304,109167,571.0
1305,109168,551.0
1306,109169,526.0
1307,109179,612.0
1308,109184,554.0
1309,109191,648.0
1310,109192,614.0
1311,109193,462.0
1312,109196,633.0
1313,109206,597.0
1314,109210,594.0
1315,109244,624.0
1316,109249,586.0
1317,109273,587.0
1318,109276,704.0
1319,109281,472.0
1320,109287,591.0
1321,109297,602.0
1322,109298,591.0
1323,109306,505.0
1324,109309,607.0
1325,109321,629.0
1326,109328,693.0
1327,109336,549.0
1328,109342,637.0
1329,109346,584.0
1330,109347,604.0
1331,109348,641.0
1332,109362,606.0
1333,109363,508.0
1334,109367,556.0
1335,109370,500.0
1336,109393,559.0
1337,109405,548.0
1338,109413,628.0
1339,109414,772.0
1340,109421,568.0
1341,109427,666.0
1342,109428,629.0
1343,109429,608.0
1344,109437,547.0
1345,109443,523.0
1346,109461,603.0
1347,109468,626.0
1348,109469,536.0
1349,109471,613.0
1350,109479,636.0
1351,109484,433.0
1352,109501,624.0
1353,109505,559.0
1354,109535,599.0
1355,109539,569.0
1356,109544,585.0
1357,109545,545.0
1358,109551,581.0
1359,109553,640.0
1360,109555,619.0
1361,109561,585.0
1362,109580,587.0
1363,109583,647.0
1364,109593,612.0
1365,109604,640.0
1366,109620,614.0
1367,109635,577.0
1368,109637,631.0
1369,109638,550.0
1370,109642,637.0
1371,109649,519.0
1372,109652,673.0
1373,109656,508.0
1374,109663,594.0
1375,109696,657.0
1376,109700,670.0
1377,109709,565.0
1378,109735,718.0
1379,109740,642.0
1380,109741,660.0
1381,109749,575.0
1382,109764,477.0
1383,109771,572.0
1384,109772,517.0
1385,109773,718.0
1386,109798,519.0
1387,109802,674.0
1388,109804,552.0
1389,109813,585.0
1390,109818,629.0
1391,109848,620.0
1392,109850,488.0
1393,109851,536.0
1394,109855,575.0
1395,109871,619.0
1396,109877,549.0
1397,109883,583.0
1398,109886,522.0
1399,109905,523.0
1400,109936,688.0
1401,109950,623.0
1402,109958,542.0
1403,109959,624.0
1404,109969,598.0
1405,109971,534.0
1406,109984,527.0
1407,109985,730.0
1408,109988,605.0
1409,109992,568.0
1410,110005,583.0
1411,110009,660.0
1412,110011,654.0
1413,110014,636.0
1414,110026,561.0
1415,110042,507.0
1416,110058,481.0
1417,110069,560.0
1418,110080,518.0
1419,110087,576.0
1420,110091,499.0
1421,110094,612.0
1422,110098,706.0
1423,110105,631.0
1424,110117,566.0
1425,110136,674.0
1426,110138,725.0
1427,110149,636.0
1428,110164,662.0
1429,110202,638.0
1430,110212,538.0
1431,110226,538.0
1432,110236,534.0
1433,110249,538.0
1434,110257,578.0
1435,110258,576.0
1436,110277,659.0
1437,110282,596.0
1438,110284,573.0
1439,110286,562.0
1440,110289,571.0
1441,110304,556.0
1442,110319,650.0
1443,110324,610.0
1444,110326,594.0
1445,110335,587.0
1446,110337,585.0
1447,110338,625.0
1448,110343,609.0
1449,110345,604.0
1450,110347,640.0
1451,110355,464.0
1452,110359,557.0
1453,110360,673.0
1454,110364,672.0
1455,110371,587.0
1456,110372,625.0
1457,110376,600.0
1458,110379,645.0
1459,110380,662.0
1460,110393,543.0
1461,110401,710.0
1462,110406,587.0
1463,110411,569.0
1464,110416,605.0
1465,110420,653.0
1466,110443,545.0
1467,110465,663.0
1468,110468,610.0
1469,110469,597.0
1470,110471,651.0
1471,110487,703.0
1472,110491,605.0
1473,110504,665.0
1474,110547,553.0
1475,110550,517.0
1476,110559,687.0
1477,110578,601.0
1478,110582,658.0
1479,110590,600.0
1480,110598,544.0
1481,110601,743.0
1482,110602,508.0
1483,110604,571.0
1484,110625,706.0
1485,110626,671.0
1486,110636,582.0
1487,110637,717.0
1488,110638,570.0
1489,110646,495.0
1490,110648,562.0
1491,110652,517.0
1492,110681,509.0
1493,110682,680.0
1494,110687,633.0
1495,110691,490.0
